provider_number,network,facility_name,five_star_date,five_star,five_star_data_availability_code,address_line_1,address_line_2,city,state,zip,county,phone_number,profit_or_nonprofit,chain_owned,chain_organization,late_shift,of_dialysis_stations,offers_incenter_hemodialysis,offers_peritoneal_dialysis,offers_home_hemodialysis_training,percentage_of_medicare_patients_with_hgb10_gdl,percentage_of_medicare_patients_with_hgb12_gdl,percentage_of_adult_patients_with_serum_phosphorus_less_tha_1,percentage_of_adult_patients_with_serum_phosphorus_between__2,percentage_of_adult_patients_with_serum_phosphorus_between__3,percentage_of_adult_patients_with_serum_phosphorus_between__4,percentage_of_adult_patients_with_serum_phosphorus_greater__5,mortality_rate_facility,hospitalization_rate_facility,standard_infection_ratio,percentage_of_adult_patients_with_long_term_catheter_in_use,standardized_first_kidney_transplant_waitlist_ratio
012548,8,"DAVITA FAYETTE DIALYSIS",01/01/2016-12/31/2019,5,1,"2450 TEMPLE AVE N",,FAYETTE,AL,35555,FAYETTE,"(205) 932-8500",Profit,Yes,DAVITA,0,10,1,0,0,19,0,4,16,23,27,30,26.9,166.6,0.57,4,
012550,8,"DAVITA GREENE COUNTY DIALYSIS",01/01/2016-12/31/2019,4,1,"544 HIGHWAY 43",,EUTAW,AL,35462,GREENE,"(205) 372-4000",Profit,Yes,DAVITA,0,12,1,0,0,9,0,5,17,28,28,22,22.9,187.7,0,8,
012551,8,"DAVITA SHEFFIELD DIALYSIS",01/01/2016-12/31/2019,4,1,"1120 S JACKSON HWY STE 107",,SHEFFIELD,AL,35660,COLBERT,"(256) 381-8004",Profit,Yes,DAVITA,0,12,1,0,0,11,0,6,21,32,17,24,25.1,176.6,1.68,5,
012552,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA INC",01/01/2016-12/31/2019,3,1,"65 NORTH CATHERINE STREET",,MOBILE,AL,36604,MOBILE,"(251) 441-0868",Profit,Yes,"FRESENIUS MEDICAL CARE",0,25,1,0,0,16,0,11,30,38,11,10,20.2,219.2,0.62,9,0.46
012553,8,"DAVITA PDI-ELMORE COUNTY",01/01/2016-12/31/2019,5,1,"125 HOSPITAL DRIVE",,WETUMPKA,AL,36092,ELMORE,"(334) 514-2037",Profit,Yes,DAVITA,0,10,1,0,0,21,0,9,22,30,23,16,22.4,254.6,1.32,6,
012556,8,"NNA OF ALABAMA, INC",01/01/2016-12/31/2019,5,1,"7067 VETERANS PKWY SUITE 120",,"PELL CITY",AL,35125,"SAINT CLAIR","(205) 338-4515",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,21,0,8,21,29,25,17,19.5,133.3,0.8,5,
012622,8,"DAVITA TALLADEGA DIALYSIS",01/01/2016-12/31/2019,4,1,"726 E BATTLE STREET","SUITE A",TALLADEGA,AL,35160,TALLADEGA,"(256) 362-2332",Profit,Yes,DAVITA,0,13,1,1,1,23,0,9,23,22,26,19,20.3,214.8,2.42,7,
012623,8,"DAVITA CENTER POINT DIALYSIS",01/01/2016-12/31/2019,3,1,"2337 1ST ST NE",,"CENTER POINT",AL,35215,JEFFERSON,"(205) 520-1108",Profit,Yes,DAVITA,0,16,1,0,0,14,0,8,22,37,19,14,38,279.8,0.32,9,0.41
012624,8,"FMC MIDFIELD DIALYSIS",01/01/2016-12/31/2019,3,1,"613 BESSEMER SUPER HIGHWAY",,BIRMINGHAM,AL,35228,JEFFERSON,"(205) 481-0019",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,0,0,16,0,10,23,23,24,19,22.4,246.4,0.77,7,0
012625,8,"RAI JACKSONVILLE",01/01/2016-12/31/2019,3,1,"331 HENRY RD, S.W.",,JACKSONVILLE,AL,36265,CALHOUN,"(256) 435-3161",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,0,0,24,0,9,22,25,27,17,18.7,149.6,1.1,10,0.41
012626,8,"FMC NORTHWEST ALABAMA KIDNEY CENTER",01/01/2016-12/31/2019,5,1,"638 TAHOE ROAD",,WINFIELD,AL,35594,MARION,"(205) 487-2800",Profit,Yes,"FRESENIUS MEDICAL CARE",0,10,1,1,1,,,9,23,28,21,19,18.5,169.3,1.16,9,
012627,8,"DAVITA HOME DIALYSIS OPTIONS OF BALDWIN COUNTY PD",01/01/2016-12/31/2019,,260,"27880 N. MAIN ST, SUITE A",,DAPHNE,AL,36526,BALDWIN,"(251) 626-1086",Profit,Yes,DAVITA,0,4,0,1,1,,,,,,,,,105.9,,,
012628,8,"DAVITA OPELIKA DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"2340 PEPPERELL PKWY",,OPELIKA,AL,36801,LEE,"(334) 745-6883",Profit,Yes,DAVITA,0,10,1,1,1,14,0,3,13,20,26,38,26,190.8,1.02,13,
012629,8,"DAVITA RENAISSANCE DIALYSIS",01/01/2016-12/31/2019,5,1,"1840 DARBY DRIVE",,FLORENCE,AL,35630,LAUDERDALE,"(256) 764-2313",Profit,Yes,DAVITA,0,10,1,1,1,28,0,5,25,35,22,13,17.2,177.1,0.68,7,
012630,8,"DAVITA WIREGRASS KIDNEY CENTER",01/01/2016-12/31/2019,3,1,"1450 ROSS CLARK CIRCLE","SUITE 200",DOTHAN,AL,36301,HOUSTON,"(334) 792-8907",Profit,Yes,DAVITA,0,20,1,0,0,16,0,4,20,36,21,19,27.4,246,1.05,9,0.2
012631,8,"DAVITA GULF SHORES DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"3947 GULF SHORES PARKWAY",,"GULF SHORES",AL,36542,BALDWIN,"(251) 967-2205",Profit,Yes,DAVITA,0,8,1,1,0,8,0,3,20,32,25,19,17.1,141.8,0,3,
012632,8,"DAVITA MUSCLE SHOALS DIALYSIS",01/01/2016-12/31/2019,3,1,"712 STATE STREET",,"MUSCLE SHOALS",AL,35661,COLBERT,"(256) 386-7028",Profit,Yes,DAVITA,0,10,1,0,0,9,0,8,29,37,15,12,20.2,218.9,0,22,
012659,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2016-12/31/2019,4,1,"9540 PARKWAY E",,BIRMINGHAM,AL,35215,JEFFERSON,"(205) 838-2652",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,33,0,10,22,30,26,13,26.9,190,0.69,6,
012660,8,"FRESENIUS KIDNEY CARE ATTALLA, LLC",01/01/2016-12/31/2019,5,1,"801 GILBERT FERRY RD SE",,ATTALLA,AL,35954,ETOWAH,"(256) 691-0766",Profit,Yes,"FRESENIUS MEDICAL CARE",0,10,1,1,1,17,0,7,22,38,18,15,18.4,135.7,0.43,4,0.39
012661,8,"DAVITA HOKES BLUFF DIALYSIS",01/01/2016-12/31/2019,3,1,"300 MEDICAL CENTER DRIVE","SUITE 100",GADSDEN,AL,35903,ETOWAH,"(256) 492-4970",Profit,Yes,DAVITA,0,10,1,0,0,36,0,7,28,36,17,12,27.3,219.6,0,20,
012662,8,"FRESENIUS MEDICAL CARE",01/01/2016-12/31/2019,,260,"114 MITYLENE PARK LANE",,MONTGOMERY,AL,36117,MONTGOMERY,"(334) 244-1478",Profit,Yes,"FRESENIUS MEDICAL CARE",0,8,1,1,1,23,0,9,26,30,23,12,21.4,217,,,
012663,8,"DAVITA PERRY COUNTY DIALYSIS",01/01/2016-12/31/2019,3,1,"611 EAST LAFAYETTE STREET",,MARION,AL,36756,PERRY,"(334) 683-8519",Profit,Yes,DAVITA,0,10,1,0,0,14,0,9,24,30,20,16,30.5,212.2,0,8,
012664,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2016-12/31/2019,4,1,"12401 SKOPELOS RD",,"GRAND BAY",AL,36541,MOBILE,"(251) 865-2102",Profit,Yes,"FRESENIUS MEDICAL CARE",1,27,1,1,1,20,0,4,21,26,30,19,20.6,142.6,0.51,7,0.32
012677,8,"DIALYSIS CLINIC, INC",01/01/2016-12/31/2019,5,1,"100 W LAKE PROFESSIONAL PARK","SUITE 7",GENEVA,AL,36340,GENEVA,"(334) 684-0175",Non-Profit,Yes,"DIALYSIS CLINIC, INC.",0,10,1,0,0,0,0,6,25,46,20,4,29,69,0,0,
012678,8,"FRESENIUS MEDICAL CARE MCCALLA, LLC",01/01/2016-12/31/2019,3,1,"4748 BELL HILL ROAD",,BESSEMER,AL,35022,JEFFERSON,"(205) 424-8528",Non-Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,31,0,15,26,25,21,13,25.6,201.6,0.36,6,0.44
012679,8,"DAVITA WHITE BLUFF DIALYSIS",01/01/2016-12/31/2019,5,1,"505 HIGHWAY 80 W, SUITE F",,DEMOPOLIS,AL,36732,MARENGO,"(334) 287-1254",Profit,Yes,DAVITA,0,10,1,0,0,4,0,5,16,33,23,23,25.5,103,0,4,0.36
012680,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA",01/01/2016-12/31/2019,4,1,"1012 FRIENDSHIP ROAD",,TALLASSEE,AL,36078,ELMORE,"(334) 252-0028",Profit,Yes,"FRESENIUS MEDICAL CARE",0,10,1,0,0,29,0,15,28,23,21,13,18.4,195.5,0.29,9,
012681,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2016-12/31/2019,3,1,"11839 HIGHWAY 231-431 NORTH",,MERIDIANVILLE,AL,35759,MADISON,"(256) 828-3128",Profit,Yes,"FRESENIUS MEDICAL CARE",0,21,1,0,0,16,0,7,20,24,22,27,23.7,196.8,0.45,10,0.77
012682,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2016-12/31/2019,3,1,"2017 QUINTARD AVE, SUITE B",,ANNISTON,AL,36201,CALHOUN,"(256) 235-2925",Profit,Yes,"FRESENIUS MEDICAL CARE",0,10,1,0,0,45,0,8,31,22,21,18,34.7,114.6,0,16,
012684,8,"FRESENIUS MEDICAL CARE ALBERTVILLE, LLC",01/01/2016-12/31/2019,3,1,"173 BUSINESS PARK DR",,ALBERTVILLE,AL,35951,MARSHALL,"(256) 878-4480",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,1,1,20,0,4,23,30,28,15,26,185.3,0.8,11,0.33
012685,8,"DAVITA MODEL CITY HT AT HOME DIALYSIS",01/01/2016-12/31/2019,,260,"1724 LEIGHTON AVE",,ANNISTON,AL,36207,CALHOUN,"(256) 236-5864",Profit,Yes,DAVITA,0,3,0,1,1,,,3,24,31,29,13,20.5,,,,
012686,8,"FRESENIUS MEDICAL CARE ANNISTON HOME, LLC",01/01/2016-12/31/2019,5,1,"2017 QUINTARD AVENUE, SUITE A",,ANNISTON,AL,36201,CALHOUN,"(256) 237-7340",Profit,Yes,"FRESENIUS MEDICAL CARE",0,4,0,1,1,28,0,4,24,31,24,17,11.1,158.9,,0,
012687,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2016-12/31/2019,4,1,"2024 4TH AVE SOUTH, SUITE 100",,BIRMINGHAM,AL,35233,JEFFERSON,"(205) 321-5844",Profit,Yes,"FRESENIUS MEDICAL CARE",0,10,1,0,0,9,0,9,19,25,32,15,23.1,217.1,0.63,5,
012688,8,"FRESENIUS MEDICAL CARE TRUSSVILLE, LLC",01/01/2016-12/31/2019,3,1,"3671 ROOSEVELT BLVD",,BIRMINGHAM,AL,35235,JEFFERSON,"(205) 655-0961",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,0,0,,,9,27,29,27,7,21.2,134,1.32,11,
012692,8,"BIO MEDICAL APPLICATIONS OF ALABAMA INC",01/01/2016-12/31/2019,3,1,"2834 SPRING AVENUE SW",,DECATUR,AL,35603,MORGAN,"(256) 885-1740",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,0,0,32,0,4,17,27,32,21,28.4,192.9,0.65,13,
012666,8,"DAVITA ANNISTON DIALYSIS",01/01/2016-12/31/2019,3,1,"1612 NOBLE STREET",,ANNISTON,AL,36201,CALHOUN,"(256) 237-3794",Profit,Yes,DAVITA,0,10,1,0,0,25,0,6,27,26,29,12,18,292.4,1.69,6,
012667,8,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2016-12/31/2019,5,1,"917 B PLANTATION BLVD",,FAIRHOPE,AL,36532,BALDWIN,"(251) 929-3666",Profit,Yes,"FRESENIUS MEDICAL CARE",0,5,0,1,1,,,5,25,32,29,9,27.5,113.6,,4,
012668,8,"DAVITA HENRY COUNTY DIALYSIS",01/01/2016-12/31/2019,2,1,"671 OZARK ROAD",,ABBEVILLE,AL,36310,HENRY,"(334) 585-0131",Profit,Yes,DAVITA,0,10,1,0,0,8,0,9,20,45,13,12,22.5,237,0,8,
012669,8,"DAVITA MONARCH DIALYSIS",01/01/2016-12/31/2019,3,1,"2958 DORCHESTER DRIVE",,MONTGOMERY,AL,36116,MONTGOMERY,"(334) 280-4980",Profit,Yes,DAVITA,0,22,1,0,0,28,0,8,22,27,19,24,21.9,270.3,0.87,9,0.48
012670,8,"DAVITA RED MOUNTAIN HT AT HOME",01/01/2016-12/31/2019,4,1,"300-B 22ND STREET SOUTH",,BIRMINGHAM,AL,35233,JEFFERSON,"(205) 250-6757",Profit,Yes,DAVITA,0,10,0,1,1,28,0,5,19,27,29,19,27.2,165.5,,8,1.14
012665,8,"DAVITA BREWTON DIALYSIS",01/01/2016-12/31/2019,4,1,"1023 DOUGLAS AVENUE","SUITE 300",BREWTON,AL,36426,ESCAMBIA,"(251) 867-8509",Profit,Yes,DAVITA,0,10,1,1,0,7,0,2,27,34,23,12,35.5,187.6,0.77,6,
012672,8,"FRESENIUS MEDICAL CARE WEST MADISON, LLC",01/01/2016-12/31/2019,4,1,"29569 HUNTSVILLE BROWNS FERRY RD",,MADISON,AL,35756,LIMESTONE,"(256) 233-5757",Profit,Yes,"FRESENIUS MEDICAL CARE",1,21,1,0,0,17,0,9,22,28,25,16,16.3,155.1,0,8,3.15
012673,8,"DAVITA HOME OPTIONS OF DOTHAN (PD)",01/01/2016-12/31/2019,,260,"1763 E MAIN STREET",,DOTHAN,AL,36301,HOUSTON,"(334) 673-0246",Profit,Yes,DAVITA,0,3,0,1,1,40,0,3,21,30,24,21,27.4,212,,,
012674,8,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2016-12/31/2019,4,1,"700 SARA G LOTT BLVD",,BRUNDIDGE,AL,36010,PIKE,"(334) 735-0396",Profit,Yes,"FRESENIUS MEDICAL CARE",0,15,1,1,1,14,0,7,22,29,31,11,12.9,109.8,0.48,12,
012676,8,"DAVITA GREYSTONE DIALYSIS",01/01/2016-12/31/2019,3,1,"5406 HIGHWAY 280, SUITE D107",,BIRMINGHAM,AL,35242,SHELBY,"(205) 981-2045",Profit,Yes,DAVITA,0,11,1,0,0,8,0,6,26,37,21,10,23.6,179.2,1.36,11,1.88
012606,8,"FMC CHASE",01/01/2016-12/31/2019,3,1,"1849 KEATS DRIVE NORTHWEST",,HUNTSVILLE,AL,35810,MADISON,"(256) 852-8900",Profit,Yes,"FRESENIUS MEDICAL CARE",0,25,1,0,0,25,0,11,24,29,23,14,18.1,206.8,0.3,10,1.4
012607,8,"ROANOKE DIALYSIS CLINIC",01/01/2016-12/31/2019,5,1,"4459 US HIGHWAY 431",,ROANOKE,AL,36274,RANDOLPH,"(334) 863-8365",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,1,0,16,0,8,18,21,32,21,22.3,154.3,1.03,6,
012608,8,"RCG ONEONTA",01/01/2016-12/31/2019,5,1,"150 GILBREATH DRIVE, SUITE 1",,ONEONTA,AL,35121,BLOUNT,"(205) 625-6903",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,30,0,7,23,24,23,22,23.8,173.6,1.04,4,
012609,8,"DAVITA EUFAULA DIALYSIS",01/01/2016-12/31/2019,5,1,"220 SOUTH ORANGE AVE",,EUFAULA,AL,36027,BARBOUR,"(334) 688-0806",Profit,Yes,DAVITA,0,12,1,0,0,8,0,6,22,37,19,17,19.4,122.8,1.76,5,0.44
012610,8,"FMC MAGNOLIA",01/01/2016-12/31/2019,4,1,"7940 MOFFETT ROAD",,SEMMES,AL,36575,MOBILE,"(251) 649-6343",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,0,0,16,0,10,23,24,27,16,18.5,285.2,0.7,6,0
012611,8,"FMC DALLAS COUNTY",01/01/2016-12/31/2019,4,1,"200 SOUTH PARK PL",,SELMA,AL,36701,DALLAS,"(334) 872-8460",Profit,Yes,"FRESENIUS MEDICAL CARE",0,21,1,0,0,15,0,10,20,21,28,21,16,231.6,0.27,6,0
012612,8,"FMC GARDENDALE",01/01/2016-12/31/2019,3,1,"592 FIELDSTOWN ROAD","SUITE 102",GARDENDALE,AL,35071,JEFFERSON,"(205) 608-3653",Profit,Yes,"FRESENIUS MEDICAL CARE",1,23,1,1,0,30,0,12,24,26,27,12,26.7,206,0.24,7,0.33
012613,8,"FMC DISCOVERY",01/01/2016-12/31/2019,3,1,"1131 EAGLETREE LN, STE100",,HUNTSVILLE,AL,35801,MADISON,"(256) 489-4160",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,0,0,26,0,8,23,24,25,20,24.5,169.4,0.5,17,2.08
012614,8,"FMC VALLEY CREEK",01/01/2016-12/31/2019,3,1,"201 LINCOLN LANE",,SELMA,AL,36701,DALLAS,"(334) 875-5436",Profit,Yes,"FRESENIUS MEDICAL CARE",0,22,1,1,1,19,0,11,23,23,29,14,18,195.9,1.18,11,0.76
012615,8,"FMC AUBURN",01/01/2016-12/31/2019,5,1,"211 E UNIVERSITY DR",,AUBURN,AL,36832,LEE,"(334) 501-8890",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,0,0,16,0,11,31,30,21,7,15.2,129,0.57,7,1.15
012616,8,"LANDMARK DIALYSIS",01/01/2016-12/31/2019,3,1,"717 STONE AVE",,TALLADEGA,AL,35160,TALLADEGA,"(256) 362-4449",Non-Profit,Yes,"FRESENIUS MEDICAL CARE",0,30,1,1,1,38,0,11,24,32,22,12,33.9,203.4,1.53,12,0
012617,8,"FMC ALEXANDER CITY",01/01/2016-12/31/2019,5,1,"3368 HWY 280 BYPASS","SUITE G-1","ALEXANDER CITY",AL,35010,TALLAPOOSA,"(256) 329-0638",Profit,Yes,"FRESENIUS MEDICAL CARE",0,23,1,1,1,9,0,12,21,26,26,15,22.6,124.9,0.39,6,0.52
012618,8,"RRC NORTHRIDGE",01/01/2016-12/31/2019,2,1,"4400 WATERMELON ROAD","SUITE A",NORTHPORT,AL,35473,TUSCALOOSA,"(205) 722-2968",Profit,No,INDEPENDENT,0,24,1,1,1,43,0,8,23,22,28,19,33.3,199.3,0,13,0.35
012619,8,"GBR LLC",01/01/2016-12/31/2019,3,1,"1850 MCFARLAND BLVD NORTH",,TUSCALOOSA,AL,35406,TUSCALOOSA,"(205) 248-2076",Profit,No,INDEPENDENT,0,0,0,1,0,7,0,4,17,27,29,23,29.3,186.5,,,1.57
012620,8,"HOME DIALYSIS OF NORTH ALABAMA",01/01/2016-12/31/2019,2,1,"1216 SOMERVILLE ROAD, SE",,DECATUR,AL,35601,MORGAN,"(256) 340-0012",Profit,No,INDEPENDENT,0,1,0,1,0,,,11,20,21,31,17,24.3,197.6,,,
012621,8,"RAI-SNOW ST-OXFORD",01/01/2016-12/31/2019,2,1,"711 SNOW STREET",,OXFORD,AL,36203,CALHOUN,"(256) 835-5914",Profit,Yes,"FRESENIUS MEDICAL CARE",0,25,1,1,1,25,0,6,15,27,31,21,33.8,247.5,1.36,19,0.58
022510,16,"TUDOR DIALYSIS",01/01/2016-12/31/2019,5,1,"2735 E TUDOR RD",,ANCHORAGE,AK,99507,ANCHORAGE,"(907) 562-1546",Profit,Yes,"FRESENIUS MEDICAL CARE",0,7,1,0,0,5,0,11,21,26,26,17,7.3,116.3,0,21,
032302,15,"032302 MARICOPA MEDICAL CTR - DIALYSIS",01/01/2016-12/31/2019,3,1,"2525 E ROOSEVELT ST",,PHOENIX,AZ,85008,PINAL,"(602) 344-1601",Non-Profit,No,INDEPENDENT,0,11,1,0,0,,,5,19,26,26,24,27.2,202.2,0.96,12,0
032314,15,"032314 PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER",01/01/2016-12/31/2019,,260,"1920 E CAMBRIDGE RD STE 102",,PHOENIX,AZ,85016,MARICOPA,"(602) 933-3220",Non-Profit,No,INDEPENDENT,0,6,1,1,0,,,,,,,,,110.5,0.8,,0.9
032315,15,"032315 GILA RIVER DIALYSIS EAST",01/01/2016-12/31/2019,5,1,"565 W SEED FARM RD",,SACATON,AZ,85147,PINAL,"(602) 271-7900",Non-Profit,No,INDEPENDENT,0,40,1,0,0,5,0,2,24,42,16,16,17.9,148,1.05,9,0
032316,15,"032316 BANNER UNIVERSITY MEDICAL CENTER PEDIATRIC OUTPATIENT DIALYSIS UNIT",01/01/2016-12/31/2019,,260,"PO BOX 245148",,TUCSON,AZ,85724,PIMA,"(520) 694-7176",Non-Profit,No,INDEPENDENT,0,4,1,0,0,,,,,,,,,,,,
032500,15,"DAVITA TUCSON WEST DIALYSIS",01/01/2016-12/31/2019,3,1,"1780 W ANKLAM RD",,TUCSON,AZ,85745,PIMA,"(520) 624-2220",Profit,Yes,DAVITA,0,35,1,1,0,26,0,7,24,33,21,15,31.1,233.3,1.28,12,1.17
032501,15,"DAVITA TUCSON EAST DIALYSIS",01/01/2016-12/31/2019,3,1,"6420 E BROADWAY BLVD STE C300",,TUCSON,AZ,85710,PIMA,"(520) 790-2775",Profit,Yes,DAVITA,1,27,1,1,1,20,1,7,24,31,20,19,31.1,224.6,0.1,17,1.01
032502,15,"DAVITA YUMA DIALYSIS",01/01/2016-12/31/2019,5,1,"2130 W 24TH ST",,YUMA,AZ,85364,YUMA,"(928) 783-2365",Profit,Yes,DAVITA,0,30,1,1,0,11,0,8,23,33,21,15,25.5,107.2,0.7,12,1.12
032503,15,"032503 PHOENIX ARTIFICIAL KIDNEY CENTER (FMC)",01/01/2016-12/31/2019,4,1,"13090 N 94TH DR STE 100",,PEORIA,AZ,85381,MARICOPA,"(623) 974-5851",Profit,Yes,"FRESENIUS MEDICAL CARE",0,21,1,1,0,7,0,9,21,29,27,13,31.4,253.3,0.44,16,0.77
032506,15,"DAVITA TUBA CITY DIALYSIS",01/01/2016-12/31/2019,5,1,"500 EDGEWATER DRIVE","PO BOX 2910","TUBA CITY",AZ,86045,COCONINO,"(928) 283-4525",Profit,Yes,DAVITA,0,26,1,1,0,11,0,5,17,28,21,28,12.3,157.7,0.34,12,1.19
032508,15,"032508 SOUTH PHOENIX DIALYSIS SERVICES (FMC)",01/01/2016-12/31/2019,3,1,"1021 S 7TH AVE STE 108",,PHOENIX,AZ,85007,MARICOPA,"(602) 253-1954",Profit,Yes,"FRESENIUS MEDICAL CARE",0,18,1,0,0,25,0,6,24,41,16,13,32.3,279.6,0.17,12,0.55
032509,15,"032509 EAST VALLEY DIALYSIS (FMC)",01/01/2016-12/31/2019,3,1,"135 S POWER RD STE 103",,MESA,AZ,85206,MARICOPA,"(480) 985-4911",Profit,Yes,"FRESENIUS MEDICAL CARE",0,36,1,0,0,17,0,9,21,25,26,19,32,230.1,0.57,15,0.53
032513,15,"DAVITA SELLS DIALYSIS",01/01/2016-12/31/2019,5,1,"HWY 86 - MP 113",,SELLS,AZ,85634,PIMA,"(520) 383-1701",Profit,Yes,DAVITA,1,20,1,1,0,15,0,11,21,30,23,15,11.3,147.7,0.82,8,0.45
032514,15,"032514 DESERT DIALYSIS CENTER (DCI)",01/01/2016-12/31/2019,3,1,"2022 E PRINCE RD",,TUCSON,AZ,85719,PIMA,"(520) 327-0007",Non-Profit,Yes,"DIALYSIS CLINIC, INC.",0,19,1,1,1,16,0,11,23,26,25,15,24.6,225.2,0.42,11,1.96
032516,15,"032516 CHANDLER DIALYSIS (FMC)",01/01/2016-12/31/2019,4,1,"912 W CHANDLER BLVD BLDG A-D",,CHANDLER,AZ,85225,MARICOPA,"(480) 821-9801",Profit,Yes,"RENAL CARE GROUP INC.",1,24,1,1,0,25,0,7,23,26,25,19,25.3,217.2,0.12,14,0.7
032517,15,"032517 CENTRAL PHX DIALYSIS (FMC)",01/01/2016-12/31/2019,3,1,"3421 N 7TH AVE",,PHOENIX,AZ,85013,MARICOPA,"(602) 274-2293",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,1,0,38,0,22,32,33,7,7,33.8,245.4,0.18,13,0.8
012671,8,"FRESENIUS MEDICAL CARE HUNTSVILLE HOME, LLC",01/01/2016-12/31/2019,5,1,"2325 PANSY STREET",,HUNTSVILLE,AL,35801,MADISON,"(256) 539-0338",Profit,Yes,"FRESENIUS MEDICAL CARE",0,0,0,1,1,33,0,8,25,25,23,20,20.5,214.4,,4,2.68
012641,8,"DCI EVERGREEN",01/01/2016-12/31/2019,4,1,"822 WILD AVENUE",,EVERGREEN,AL,36401,CONECUH,"(251) 578-9200",Non-Profit,Yes,"DIALYSIS CLINIC, INC.",0,10,1,0,0,7,7,2,10,31,28,28,32.5,154.9,0.98,3,
012642,8,"DAVITA ENTERPRISE DIALYSIS",01/01/2016-12/31/2019,5,1,"6002 BOLL WEEVIL CIRCLE",,ENTERPRISE,AL,36330,COFFEE,"(334) 308-0262",Profit,Yes,DAVITA,0,16,1,0,0,15,0,9,24,41,17,8,26.2,136.3,0.59,4,
012643,8,"ENDEAVOR DIALYSIS",01/01/2016-12/31/2019,4,1,"1675 SPARKMAN DRIVE",,HUNTSVILLE,AL,35816,MADISON,"(256) 722-0013",Profit,Yes,"FRESENIUS MEDICAL CARE",1,15,1,0,0,20,0,6,21,27,29,17,25.8,169.5,0.5,11,1.04
012644,8,"DAVITA JEWEL DIALYSIS",01/01/2016-12/31/2019,5,1,"514 W. TOWN PLAZA",,BESSEMER,AL,35020,JEFFERSON,"(205) 481-4386",Profit,Yes,DAVITA,0,10,1,0,0,9,0,8,25,33,24,11,22.5,101.1,0.52,1,
012645,8,"RENAL TREATMENT CENTERS- SOUTHEAST, LP",01/01/2016-12/31/2019,5,1,"300 22ND ST. S",,BIRMINGHAM,AL,35233,JEFFERSON,"(205) 986-0592",Profit,Yes,DAVITA,1,18,1,1,1,20,0,11,25,29,20,15,27.5,124.7,0.6,8,1.09
012646,8,"DAVITA STEEL CITY DIALYSIS",01/01/2016-12/31/2019,4,1,"1809 AVENUE H",,BIRMINGHAM,AL,35218,JEFFERSON,"(205) 785-2972",Profit,Yes,DAVITA,0,10,1,0,0,19,0,11,22,32,21,14,17.9,196.4,1.28,11,
012647,8,"DAVITA CROWN DIALYSIS",01/01/2016-12/31/2019,5,1,"3007 27TH STREET NORTH",,BIRMINGHAM,AL,35207,JEFFERSON,"(205) 297-0143",Profit,Yes,DAVITA,0,14,1,0,0,33,0,6,15,26,24,30,14.8,161.9,1.9,7,0
012648,8,"FRESENIUS KIDNEY CARE GADSDEN ACQ, LLC",01/01/2016-12/31/2019,3,1,"800 GOODYEAR AVENUE",,GADSDEN,AL,35903,ETOWAH,"(256) 456-1242",Profit,Yes,"FRESENIUS MEDICAL CARE",0,22,1,1,1,29,0,11,27,33,20,9,22.6,225.1,1.96,11,0.46
012649,8,"FRESENIUS KIDNEY CARE UNION SPRINGS, LLC",01/01/2016-12/31/2019,4,1,"112 W CONECUH AVE",,"UNION SPRINGS",AL,36089,BULLOCK,"(334) 738-0330",Profit,Yes,"FRESENIUS MEDICAL CARE",0,9,1,1,0,32,0,12,30,25,21,12,20,182.9,0,11,0.36
012650,8,"DAVITA LIMESTONE COUNTY DIALYSIS",01/01/2016-12/31/2019,3,1,"16236 LUCAS FERRY ROAD",,ATHENS,AL,35611,LIMESTONE,"(256) 233-3965",Profit,Yes,DAVITA,0,10,1,1,1,19,0,4,23,27,18,27,26.8,192.9,0.52,7,
